Título,Autor,Año,Grado
Termodinámica irreversible de vesículas unilamelares dispuestas en ósmosis,"Alcántara Castellanos, Max",2020,Maestría en Ciencias (Física)
"Memoria y patrimonio desde el giro afectivo : despojo, destrucción y defensa como experiencias afectivo emocionales de lo urbano arquitectónico","Alcantara Ceballos, Yuzzel",2020,Maestría en Arquitectura
Asociación de la expresion de C-kit (CD117) con la sobrevida de pacientes con retinoblastoma,"Alcántara Dzib, José Rodrigo",2020,Especialidad en Medicina (Patología Pediátrica)
"Diseño ejecutivo de un tren de tratamiento de agua pluvial para uso indirecto, que corresponda con la vivienda promedio de la Ciudad de México","Alcántara Fuentes, Marcopolo",2020,Licenciatura en Ingeniería Civil
Escisión mesocólica completa derecha con linfadenectomía central (D3) : correlación entre los resultados histopatológicos y la supervivencia postoperatoria,"Alcántara Gordillo, Raymundo",2020,Especialidad en Medicina (Coloproctología)
Aportes para el análisis de las formas socio-espaciales de la vivienda de la Ciudad de México de 1856-1910,"Alcántara Hernández, Leonel",2020,Maestría en Arquitectura
Evaluación del nivel de analgesia postoperatoria tras infiltración de herida quirúrgica con ketamina comparada con ropivacaina en pacientes intervenidas de cesárea durante abril de 2020 en el Hospital General Ajusco Medio,"Alcántara Medina, Stefany",2020,Especialidad en Medicina (Anestesiología)
Relación entre el tiempo de hipotensión arterial durante la anestesia neuroaxial y la estancia hospitalaria en pacientes sometidas a cesárea en el Hospital General Dr. Enrique Cabrera del 1 de julio al 31 de diciembre del 2019,"Alcántara Melendres, Cynthia Ixchel",2020,Especialidad en Medicina (Anestesiología)
Algunos elementos y puntualizaciones para pensar el amor,"Alcántara Noriega, Luis Fernando",2020,Licenciatura en Psicología
Modelo matemático del desarrollo de fibrosis en el tejido linfático y el advenimiento del SIDA,"Alcántara Rodríguez, Miguel Ángel",2020,Maestría en Ciencias (Física Médica)
Análisis de derecho comparado respecto de la competitividad fiscal de los contratos de exploración y extracción de hidrocarburos de licencia y producción compartida,"Alcántara Vázquez, Daniela Araceli",2020,Especialidad en Derecho Fiscal
Determinación de marcadores en pacientes con osteoporosis y su asociación con respuesta al tratamiento con bifosfonatos,"Alcaraz Gaytán, Liliana",2020,Especialidad en Medicina (Endocrinología)
Análisis comparativo de casos clínicos de regeneración endodóncica,"Alcátara Chiu, Yessica Jazmín",2020,Licenciatura en Cirujano Dentista
Deuda pública interna y costo fiscal de la estabilidad monetaria en México : 1990-2017,"Alcázar Domínguez, Susana",2020,Licenciatura en Economía
"Determinación de las preferencias hematófagas de mosquitos (Diptera: Culicidae), en diferentes tipos de uso de suelo en Campeche, México","Alcocer Walbey, Paulina",2020,Maestría en Ciencias de la Producción y de la Salud Animal
Efecto del tratamiento de homogenización en aleaciones Cu-Ag Hipoeutécticas,"Aldama Palacios, Brenda Paola",2020,Licenciatura en Ingeniería Química Metalúrgica
Algunas variantes modernas del problema de la galería de arte,"Aldana Galván, Israel",2020,Doctorado en Ciencia e Ingeniería de la Computación
"Dinámica territorial asociada con la patrimonialización del ritual de los voladores en la comunidad de Tamaletom, Tancanhuitz, San Luis Potosí","Aldaz Galicia, Norma Yadira",2020,Maestría en Geografía
"Actions of complex Schottky groups on CP(k,l), and combination of complex kleinian subgroups of HEIS_3(C)","Alderete Acosta, Vanessa",2020,Doctorado en Ciencias Matemáticas
La mujer mexicana como líder de opinión en medios masivos de comunicación,"Alducin Saldierna, Samantha",2020,Licenciatura en Comunicación y Periodismo
La educación basada en competencias (EBC) en la educación superior : análisis comparativo de planes de estudio en educación,"Aldulci Ramírez, Nadia Belem",2020,Licenciatura en Pedagogía
"Salud mental, toma de decisiones e impulsividad rasgo en población universitaria residente en la Ciudad de Córdoba Argentina","Ale Limón, Jandira",2020,Licenciatura en Psicología
Medición de la concentración de ozono en un centro de fotocopiado por muestreo activo,"Alegre Nava, Juan Pablo",2020,Licenciatura en Ingeniería Química
Desarrollo de lideres organizacionales como tutores de resiliencia,"Alegria Galicia, Marlene",2020,Licenciatura en Psicología
Optimización y caracterización de un láser de cavidad externa en configuración cat-eye con emisión en 780 nm,"Alegria Meza, Diego",2020,Licenciatura en Física
Naturaleza y cuerpo libertino en la poesía de Théophile de Viau y Arthur Rimbaud,"Alejandrez Muñoz, Pedro Hugo",2020,Doctorado en Letras
Estudios de inteligencia tecnológica de procesos de biorrefinación a partir de biopolímeros,"Alejandro de la Cruz, Jesús Santiago",2020,Maestría en Ingeniería Química
El desarrollo de la raíz de Arabidopsis descrito a través de LHP1,"Alejo Vinogradova, María Teresa",2020,Maestría en Ciencias Bioquímicas
Objetivos de desarrollo del milenio para México : análisis y perspectivas (2000 - 2015),"Alemán Salomón, Janette",2020,Licenciatura en Relaciones Internacionales
El pronóstico en los pacientes con enfermedad periodontal,"Alfaro Fuentes, Tania Paola",2020,Licenciatura en Cirujano Dentista
Efectos de la escuela rural en el proceso de enseñanza-aprendizaje de los alumnos de la escuela primaria rural Cuauhtémoc,"Alfaro Longoria, Ana Paola",2020,Licenciatura en Pedagogía
La orden de aprehensión en el sistema integral de justicia penal para adolescentes en México,"Alfaro Murillo, Giovani",2020,Licenciatura en Derecho
"Aislamiento e identificación de un compuesto marcador para el control de calidad, seguridad y eficacia de Valeriana edulis ssp procera","Alfaro Romero, Alejandro",2020,Doctorado en Ciencias Químicas
Caracterización de latón monofásico y bifásico obtenido de colada,"Alfaro Valdovino, Luis Ángel",2020,Licenciatura en Ingeniería Química Metalúrgica
Dos presidentes y una ruptura : relaciones peligrosas en torno a los asesinatos de San Vicente y Chiconcuac en 1856,"Alfonseca Arredondo, Raquel",2020,Doctorado en Historia
Evidencia genética de filopatría regional de Sphyrna lewini (Carcharhiniformes: Sphyrnidae) en el Golfo de México,"Alfonso González, Massiel",2020,Sin Grado
"Análisis de los beneficios ambientales, energéticos y operativos asociados a los procesos para la obtención de bioenergéticos","Alfonso Romero, Marisol",2020,Maestría en Ingeniería Energía
"Ciudad, tecnología y política : habitabilidad como constitución constante de un mundo común","Algarra Garzón, Giovanni Miguel",2020,Doctorado en Filosofía de la Ciencia
Efecto de la expresión de αalfa-sinucleína en sistema olfativo de drosophila melanogaster,"Allende Becerra, Estefanía de",2020,Maestría en Ciencias Bioquímicas
"Geología y termocronología a lo largo de un transecto en el centro de la Sierra de Aconchi, Sonora, México","Almada Gutiérrez, Víctor Salvador",2020,Maestría en Ciencias de la Tierra
Correlación de constantes de formación con descriptores atómicos de compuestos de coordinación de cobre(II),"Almada Monter, Ricardo",2020,Licenciatura en Química
Utilidad de procalcitonina en cordón umbilical en el recién nacido con factores de riesgo como marcador temprano de sepsis neonatal,"Almanza Aguilar, Alberto Johary",2020,Especialidad en Medicina (Neonatología)
Evaluación de antioxidantes en lágrima en el síndrome de ojo seco,"Almanza Gutiérrez, Alden",2020,Maestría en Investigación Clínica Experimental en Salud
El ciberperiodismo de lo viral en los medios de comunicación en México : propuestas para un mejor manejo de la información,"Almanza Montoya, Brianda",2020,Licenciatura en Ciencias de la Comunicación (Periodismo)
Ciclocarbonilación regioselectiva catalizada por paladio de compuestos derivados de quinolona,"Almaraz Macuil, Karla Vianey",2020,Licenciatura en Química
Propuesta y diseño de una planta de tratamiento de agua residual para la industria tequilera,"Almazán Ponce, Isaac",2020,Licenciatura en Ingeniería Civil
Participación de la cinasa ERK5 en la red de señalización mediada por progesterona en células T47D de cáncer de mama,"Almeida Aguirre, Ericka Karol Pamela",2020,Maestría en Ciencias Biológicas
Relaciones de género y patrimonio familiar en un ejido veracruzano,"Almeida Monterde, Elsa Yolanda",2020,Doctorado en Geografía
"Dependencia psicológica de tabaquismo en asegurados con hipertensión arterial de la UMF9, Delegación Aguascalientes","Almendaro de la Torre, Ana María del Socorro",2020,Especialidad en Medicina (Medicina Familiar)
Una prueba del teorema de la cota superior,"Almendra Hernández, Félix",2020,Licenciatura en Matemáticas
América Latina frente a la inserción de la biología sintética y la gestión de la biodiversidad : marcos jurídicos de México y la Comunidad Andina de Naciones,"Alonso Alcocer, José Pablo",2020,Licenciatura en Estudios Latinoamericanos
Análisis de la estequiometría de la ubiquitinación en líneas celulares de cáncer cérvico-uterino,"Alonso Bastida, Ramiro",2020,Maestría en Ciencias Bioquímicas
Estudio de factibilidad hidrogeológica para la recarga de acuíferos en la zona sur de la cuenca de México,"Alonso García, Adriana",2020,Licenciatura en Ingeniería Geofísica
El desarrollo de competencias en los docentes y su impacto en el aprendizaje de los alumnos del nivel medio superior,"Alonso Ibarra, Keila",2020,Licenciatura en Pedagogía
La socialización política como proceso formativo ulterior a la educación cívica : el CCH Sur,"Alonso López Escalera, Abraham Anastacio",2020,Maestría en Trabajo Social
"Análisis de la práctica del orientador educativo : una experiencia laboral en el CONALEP 197, los Reyes la Paz Estado de México","Alonso Martínez, Mónica Sofía",2020,Licenciatura en Pedagogía
"Diagnóstico de salud bucodental en adultos inscritos en el programa 60 y más, del Centro de Desarrollo Comunitario Ixtapaluca, Estado de México, 2019","Alonso Mojica, Aldo",2020,Licenciatura en Cirujano Dentista
Prevalencia las alteraciones en la serie monocítica en pacientes con episodio psicótico agudo hospitalizados en la unidad de psiquiatría del Hospital Español,"Alonso Palacios, Gabriela",2020,Especialidad en Medicina (Psiquiatría)
"Voluntad anticipada, adultos mayores y enfermedades crónico degenerativas : revisión sistemática","Alonso Pedrosa, Mariana del Carmen",2020,Licenciatura en Psicología
"El saber tradicional : el suelo para las y los mazahuas de San Pablo Tlalchichilpa, Estado de México","Alonso Sánchez, José Rodrigo",2020,Maestría en Trabajo Social
Diseño de sistema de vacío para experimentos de Óptica Cuántica con átomos de Rydberg,"Alonso Torres, Edgar Giovanni",2020,Licenciatura en Física
Enfermedades autoinmunes comórbidas en pacientes con vitiligo que acuden a la consulta externa de dermatología del Centro Médico Nacional 20 de Noviembre,"Alonzo Canul, María Elena",2020,Especialidad en Medicina (Dermatología)
"Clínica de neurología y rehabilitación física en Coatzacoalcos, Ver.","Alor de la Cruz, Nancy Iris Cristal",2020,Licenciatura en Arquitectura
Determinación de la producción seminal y características espermáticas de Pituophis deppei deppei (Squamata: Colubridae) en cautiverio,"Alpízar Nava, Brian",2020,Licenciatura en Biología
Empleo de la metodología para analizar estructuras en el dominio del tiempo a través de señales sintéticas compatibles con espectros de diseño de acuerdo al RCDF y sus NTC-2017,"Alquicira de la Rosa, José de Jesús",2020,Licenciatura en Ingeniería Civil
"Efecto de la heparina en las gelatinasas y sus inhibidores, sobre la permeabilidad vascular durante la preservación pulmonar en conejos","Alquicira Mireles, Jesús",2020,Maestría en Ciencias Biológicas
Evaluación del efecto del resveratrol como tratamiento para prevenir la formación del edema en isquemia cerebral,"Alquisiras Burgos, Iván Mijail",2020,Doctorado en Ciencias Biomédicas
Caracterización de ensambles neuronales en la región CA1 del hipocampo durante una tarea de navegación espacial,"Altamira Camacho, Moisés",2020,Maestría en Ciencias (Neurobiología)
"Prevalencia de violencia contra las mujeres durante el embarazo por parte de su pareja atendidas en el Centro de Salud CNOP, en el periodo de mayo a julio del 2019","Altamirano Rojas, Miriam Berenice",2020,Especialidad en Medicina (Medicina Familiar)
Aprendizaje en adultos mayores : una aproximación fenomenológica,"Altamirano Torres, Rosa",2020,Licenciatura en Psicología
La invención del politeísmo mesoamericano : 1492-1550,"Altbach Pérez, Carlos Daniel",2020,Doctorado en Estudios Mesoamericanos
"Valuación de inmuebles catalogados : caso de estudio Museo Casa Azul Frida Kahlo, Alcaldía Coyoacán","Alva Noriega, Ariadna Daniela",2020,Especialidad en Valuación Inmobiliaria
"Análisis relativo a la jornada laboral dentro de los centros penitenciarios, en tanto exista vínculo entre empleadores y personas privadas de la libertad","Alva Rincón, Silvia Vanessa",2020,Licenciatura en Derecho
Proyecto de modernización del entronque a desnivel Baltazar Echave,"Alvaradejo Barrera, Gustavo Guillermo",2020,Licenciatura en Ingeniería Civil
Adsorción de CO2 en condiciones de humedad relativa en una MOF tipo de Hofmann de hierro y platino,"Alvarado Alvarado, Daniel",2020,Maestría en Ciencias Químicas
